"loan_amnt","term","int_rate","installment","grade","sub_grade","emp_length","home_ownership","annual_inc","verification_status","issue_d","purpose","addr_state","dti","delinq_2yrs","inq_last_6mths","loan_status_Binary"
35000," 36 months",13.99,1196.05,"C","C3","4 years","MORTGAGE",72400,"Verified","11-Aug","small_business","AK",19.09,0,1,"0"
25000," 60 months",13.49,575.12,"C","C2","2 years","RENT",68000,"Verified","11-Aug","debt_consolidation","MA",21.16,0,0,"0"
5300," 36 months",15.23,184.33,"C","C5","4 years","RENT",24996,"Verified","11-Aug","debt_consolidation","KS",4.7,0,2,"0"
5000," 36 months",8.49,157.82,"A","A5","10+ years","MORTGAGE",62500,"Not Verified","11-Aug","debt_consolidation","NC",13.31,0,1,"0"
25000," 60 months",15.99,607.82,"D","D2","< 1 year","RENT",58000,"Verified","11-Aug","debt_consolidation","NC",9.17,0,0,"0"
6800," 36 months",15.99,239.04,"D","D2","6 years","MORTGAGE",67000,"Verified","11-Aug","car","FL",8.87,0,1,"0"
5100," 60 months",15.99,124,"D","D2","4 years","RENT",67656,"Source Verified","11-Aug","home_improvement","NJ",12.26,0,2,"1"
16000," 36 months",6.99,493.97,"A","A3","< 1 year","MORTGAGE",112000,"Source Verified","11-Aug","home_improvement","TX",5.05,0,3,"0"
12000," 60 months",16.89,297.53,"D","D4","2 years","RENT",60000,"Not Verified","11-Aug","debt_consolidation","CA",19.98,2,1,"0"
3000," 36 months",11.99,99.63,"B","B5","10+ years","MORTGAGE",33000,"Not Verified","11-Aug","debt_consolidation","TX",15.96,0,2,"0"
2200," 36 months",8.49,69.44,"A","A5","3 years","MORTGAGE",40000,"Not Verified","11-Aug","credit_card","SC",19.23,0,0,"0"
28000," 36 months",7.49,870.85,"A","A4","2 years","RENT",85000,"Verified","11-Aug","debt_consolidation","GA",23.84,0,0,"0"
6000," 36 months",9.99,193.58,"B","B1","5 years","MORTGAGE",46800,"Not Verified","11-Aug","debt_consolidation","MO",21.85,0,0,"0"
30000," 60 months",18.39,768.19,"E","E2","10+ years","MORTGAGE",75000,"Verified","11-Aug","debt_consolidation","MD",10.53,0,0,"1"
18000," 60 months",17.99,456.99,"E","E1","5 years","RENT",96000,"Verified","11-Aug","debt_consolidation","MD",21.16,0,1,"1"
8400," 36 months",5.99,255.51,"A","A2","2 years","OWN",36000,"Source Verified","11-Aug","credit_card","TX",8.7,0,0,"0"
7500," 36 months",8.49,236.73,"A","A5","10+ years","MORTGAGE",42500,"Source Verified","11-Aug","home_improvement","NJ",3.81,0,0,"0"
10200," 36 months",16.89,363.1,"D","D4","< 1 year","RENT",70000,"Verified","11-Aug","credit_card","WA",10.73,0,1,"0"
6000," 36 months",10.99,196.41,"B","B3","10+ years","RENT",47000,"Not Verified","11-Aug","moving","CA",5.8,0,0,"0"
3000," 36 months",7.49,93.31,"A","A4","5 years","RENT",38000,"Not Verified","11-Aug","medical","CO",13.33,0,0,"0"
5000," 36 months",5.42,150.8,"A","A1","10+ years","MORTGAGE",118000,"Verified","11-Aug","home_improvement","CA",10.9,0,0,"0"
7500," 36 months",11.49,247.29,"B","B4","3 years","RENT",30000,"Source Verified","11-Aug","car","KS",7.4,0,0,"0"
17000," 36 months",7.49,528.73,"A","A4","5 years","MORTGAGE",90000,"Not Verified","11-Aug","debt_consolidation","WA",9.07,0,0,"0"
5000," 36 months",9.99,161.32,"B","B1","< 1 year","RENT",20520,"Source Verified","11-Aug","debt_consolidation","KS",12.16,0,0,"0"
29900," 60 months",13.49,563.04,"C","C2","4 years","MORTGAGE",93996,"Verified","11-Aug","debt_consolidation","NC",27.92,0,3,"0"
8000," 60 months",15.99,194.51,"D","D2","9 years","RENT",54000,"Source Verified","11-Aug","debt_consolidation","MD",6.76,0,2,"1"
12000," 60 months",13.49,276.06,"C","C2","10+ years","OWN",139000,"Source Verified","11-Aug","medical","CA",6.14,0,0,"0"
3675," 36 months",8.49,116,"A","A5","2 years","RENT",19200,"Verified","11-Aug","small_business","CO",17,0,0,"0"
31000," 60 months",11.99,689.43,"B","B5","2 years","MORTGAGE",119238,"Verified","11-Aug","debt_consolidation","MD",8.36,0,0,"0"
21000," 60 months",18.39,537.73,"E","E2","10+ years","MORTGAGE",84000,"Verified","11-Aug","debt_consolidation","MO",22.96,0,2,"0"
13000," 60 months",20.25,346.24,"F","F1","10+ years","MORTGAGE",48000,"Source Verified","11-Aug","debt_consolidation","CA",7.83,0,0,"0"
3000," 36 months",14.79,103.69,"C","C4","< 1 year","RENT",48000,"Source Verified","11-Aug","other","MN",11.1,0,1,"0"
3200," 36 months",10.99,104.75,"B","B3","< 1 year","RENT",56000,"Source Verified","11-Aug","small_business","IL",4.2,0,0,"0"
4500," 60 months",9.99,95.59,"B","B1","10+ years","MORTGAGE",72000,"Not Verified","11-Aug","car","WI",7.55,0,1,"0"
4000," 36 months",10.59,130.18,"B","B2","10+ years","RENT",55200,"Not Verified","11-Aug","vacation","CA",0.43,0,0,"0"
8475," 36 months",6.99,261.65,"A","A3","10+ years","MORTGAGE",57400,"Verified","11-Aug","home_improvement","NJ",20.61,0,1,"0"
4000," 36 months",7.49,124.41,"A","A4","10+ years","MORTGAGE",24000,"Not Verified","11-Aug","other","WV",4.6,0,0,"0"
8400," 36 months",15.99,295.28,"D","D2","10+ years","MORTGAGE",120000,"Source Verified","11-Aug","debt_consolidation","RI",5.06,1,2,"1"
13500," 36 months",8.49,426.1,"A","A5","7 years","MORTGAGE",76000,"Source Verified","11-Aug","credit_card","CA",21.63,0,0,"0"
7000," 36 months",12.99,235.83,"C","C1","6 years","MORTGAGE",60000,"Not Verified","11-Aug","small_business","NY",9.54,0,0,"0"
3600," 36 months",9.99,116.15,"B","B1","8 years","RENT",60000,"Source Verified","11-Aug","other","MN",14.78,0,0,"0"
20000," 36 months",16.49,707.99,"D","D3","2 years","RENT",60000,"Verified","11-Aug","credit_card","CO",11.8,0,1,"0"
18200," 36 months",10.99,595.76,"B","B3","4 years","RENT",55000,"Source Verified","11-Aug","debt_consolidation","FL",20.01,1,0,"0"
33600," 60 months",11.99,747.25,"B","B5","10+ years","MORTGAGE",135000,"Verified","11-Aug","debt_consolidation","MI",7.88,0,0,"0"
7500," 60 months",14.79,177.6,"C","C4","7 years","RENT",25000,"Verified","11-Aug","credit_card","NV",14.69,0,1,"1"
2000," 36 months",15.99,70.31,"D","D2","4 years","RENT",9600,"Not Verified","11-Aug","debt_consolidation","VA",15.63,0,3,"0"
15000," 60 months",13.99,348.95,"C","C3","4 years","MORTGAGE",60000,"Verified","11-Aug","debt_consolidation","OH",23.96,0,1,"0"
10000," 36 months",10.59,325.45,"B","B2","3 years","RENT",55000,"Not Verified","11-Aug","debt_consolidation","IL",13.4,0,1,"0"
12050," 60 months",16.89,298.77,"D","D4","4 years","MORTGAGE",37500,"Verified","11-Aug","debt_consolidation","VA",20.27,0,1,"0"
35000," 60 months",20.99,671.47,"F","F3","4 years","RENT",158000,"Verified","11-Aug","debt_consolidation","CA",18.93,0,0,"1"
11600," 36 months",10.99,379.72,"B","B3","< 1 year","RENT",71000,"Source Verified","11-Aug","small_business","CA",2.11,0,0,"0"
11525," 36 months",7.49,358.45,"A","A4","2 years","MORTGAGE",91000,"Not Verified","11-Aug","small_business","CA",26.12,0,0,"0"
15600," 36 months",7.49,485.19,"A","A4","7 years","RENT",62000,"Source Verified","11-Aug","debt_consolidation","CA",23.85,0,0,"0"
12000," 36 months",12.99,404.27,"C","C1","6 years","RENT",80000,"Verified","11-Aug","credit_card","NY",5.97,0,1,"0"
14400," 60 months",10.99,313.02,"B","B3","4 years","MORTGAGE",60852,"Not Verified","11-Aug","other","UT",11.89,0,0,"0"
8000," 36 months",16.49,283.2,"D","D3","2 years","MORTGAGE",45000,"Source Verified","11-Aug","debt_consolidation","NJ",14,2,1,"0"
12000," 36 months",8.49,378.76,"A","A5","8 years","RENT",33000,"Verified","11-Aug","debt_consolidation","CA",12.55,0,0,"0"
28000," 36 months",8.49,883.77,"A","A5","8 years","MORTGAGE",115000,"Source Verified","11-Aug","debt_consolidation","FL",6.05,0,0,"0"
5000," 36 months",15.99,175.77,"D","D2","< 1 year","RENT",46000,"Source Verified","11-Aug","car","MD",11.56,0,1,"1"
1500," 36 months",15.99,52.73,"D","D2","< 1 year","MORTGAGE",39600,"Source Verified","11-Aug","other","NC",2.64,0,1,"0"
5025," 36 months",7.49,156.29,"A","A4","< 1 year","MORTGAGE",53000,"Source Verified","11-Aug","wedding","SC",6.32,0,0,"0"
25000," 60 months",15.23,597.78,"C","C5","10+ years","MORTGAGE",107004,"Verified","11-Aug","debt_consolidation","KS",17.97,0,1,"0"
20000," 60 months",16.49,491.59,"D","D3","10+ years","MORTGAGE",60000,"Verified","11-Aug","debt_consolidation","MN",16.16,0,3,"1"
5550," 36 months",7.49,172.62,"A","A4","2 years","RENT",47004,"Not Verified","11-Aug","debt_consolidation","CA",7.97,0,1,"0"
15000," 36 months",11.99,498.15,"B","B5","4 years","OWN",57240,"Not Verified","11-Aug","debt_consolidation","WA",21.78,0,1,"0"
6625," 36 months",8.49,209.11,"A","A5","10+ years","MORTGAGE",48000,"Not Verified","11-Aug","credit_card","TX",27.65,0,0,"0"
20000," 60 months",13.99,465.27,"C","C3","2 years","MORTGAGE",57396,"Verified","11-Aug","debt_consolidation","MO",25.78,0,3,"0"
4800," 36 months",13.49,162.87,"C","C2","8 years","MORTGAGE",72000,"Not Verified","11-Aug","wedding","AZ",15.8,0,2,"0"
3600," 36 months",7.49,111.97,"A","A4","< 1 year","MORTGAGE",40000,"Source Verified","11-Aug","major_purchase","MN",13.11,0,2,"0"
22500," 36 months",7.49,699.79,"A","A4","1 year","MORTGAGE",55550,"Verified","11-Aug","debt_consolidation","NC",14.82,0,0,"0"
7000," 36 months",10.99,229.14,"B","B3","10+ years","RENT",34482,"Source Verified","11-Aug","debt_consolidation","CA",5.71,0,0,"0"
24000," 36 months",10.99,785.62,"B","B3","3 years","RENT",60000,"Verified","11-Aug","credit_card","CA",17.32,0,0,"0"
4800," 36 months",12.99,161.71,"C","C1","4 years","MORTGAGE",128000,"Not Verified","11-Aug","moving","NC",7.84,0,2,"0"
16000," 60 months",10.99,347.8,"B","B3","10+ years","MORTGAGE",52302,"Not Verified","11-Aug","debt_consolidation","MA",19.75,0,0,"1"
20000," 60 months",11.99,444.79,"B","B5","2 years","RENT",34000,"Source Verified","11-Aug","house","KS",14.4,1,0,"0"
6000," 36 months",9.99,193.58,"B","B1","2 years","RENT",37200,"Not Verified","11-Aug","debt_consolidation","CA",24,0,0,"0"
22000," 36 months",10.59,715.99,"B","B2","5 years","MORTGAGE",80000,"Verified","11-Aug","debt_consolidation","FL",26.52,1,0,"0"
15000," 36 months",8.49,473.45,"A","A5","10+ years","MORTGAGE",60000,"Verified","11-Aug","credit_card","AZ",11.52,0,0,"0"
15000," 36 months",16.89,533.98,"D","D4","5 years","MORTGAGE",89000,"Verified","11-Aug","debt_consolidation","GA",18.11,0,1,"0"
9600," 36 months",9.99,309.72,"B","B1","n/a","RENT",24000,"Not Verified","11-Aug","debt_consolidation","CA",17.1,0,3,"0"
12600," 36 months",9.99,406.51,"B","B1","2 years","MORTGAGE",42500,"Source Verified","11-Aug","debt_consolidation","TX",19.6,0,3,"0"
3250," 36 months",13.49,110.28,"C","C2","4 years","MORTGAGE",60000,"Verified","11-Aug","home_improvement","NM",15.28,0,3,"0"
5975," 60 months",10.99,129.89,"B","B3","6 years","MORTGAGE",56000,"Not Verified","11-Aug","debt_consolidation","NY",26.03,0,0,"1"
14000," 36 months",11.49,461.6,"B","B4","9 years","MORTGAGE",45000,"Not Verified","11-Aug","debt_consolidation","AR",20.19,0,0,"0"
4000," 36 months",16.49,141.6,"D","D3","5 years","MORTGAGE",25344,"Source Verified","11-Aug","other","CA",5.45,1,0,"1"
13000," 36 months",7.49,404.33,"A","A4","7 years","RENT",68000,"Source Verified","11-Aug","debt_consolidation","GA",10.45,0,0,"0"
24000," 36 months",15.62,839.28,"D","D1","7 years","RENT",110000,"Verified","11-Aug","debt_consolidation","NY",16.25,0,2,"0"
3000," 36 months",5.42,90.48,"A","A1","10+ years","MORTGAGE",70000,"Source Verified","11-Aug","major_purchase","MN",13.94,0,0,"0"
9600," 36 months",7.49,298.58,"A","A4","10+ years","MORTGAGE",38000,"Verified","11-Aug","home_improvement","AZ",14.31,0,0,"0"
9000," 36 months",11.49,296.75,"B","B4","2 years","MORTGAGE",110000,"Source Verified","11-Aug","home_improvement","MD",14.65,1,0,"0"
14000," 60 months",13.99,325.69,"C","C3","10+ years","MORTGAGE",140000,"Verified","11-Aug","home_improvement","GA",15.99,0,1,"0"
17000," 36 months",8.49,536.57,"A","A5","6 years","RENT",65000,"Not Verified","11-Aug","credit_card","CA",12.61,0,2,"0"
30000," 60 months",11.99,667.19,"B","B5","n/a","MORTGAGE",63874,"Verified","11-Aug","home_improvement","IL",4.53,0,0,"0"
8700," 36 months",12.99,293.1,"C","C1","6 years","MORTGAGE",102000,"Not Verified","11-Aug","debt_consolidation","TX",14.67,0,0,"0"
3000," 36 months",6.99,92.62,"A","A3","1 year","RENT",24000,"Source Verified","11-Aug","debt_consolidation","MT",4.2,0,0,"0"
2000," 36 months",10.99,65.47,"B","B3","10+ years","MORTGAGE",48000,"Source Verified","11-Aug","small_business","CA",11.75,0,0,"0"
10000," 36 months",8.49,315.63,"A","A5","3 years","MORTGAGE",51000,"Verified","11-Aug","debt_consolidation","OH",24.68,0,0,"0"
11000," 36 months",16.89,391.58,"D","D4","7 years","MORTGAGE",50000,"Source Verified","11-Aug","major_purchase","MI",15.31,1,0,"0"
5600," 36 months",7.49,174.17,"A","A4","5 years","RENT",51000,"Not Verified","11-Aug","wedding","NY",12.52,0,0,"0"
35000," 60 months",15.62,844.09,"D","D1","10+ years","RENT",82320,"Verified","11-Aug","debt_consolidation","CT",8.16,0,4,"1"
14000," 60 months",11.49,307.83,"B","B4","10+ years","MORTGAGE",93996,"Source Verified","11-Aug","home_improvement","CA",11.49,0,2,"0"
12000," 36 months",11.99,398.52,"B","B5","5 years","RENT",52000,"Source Verified","11-Aug","credit_card","IL",10.68,1,0,"0"
4500," 36 months",13.49,152.69,"C","C2","5 years","RENT",110000,"Not Verified","11-Aug","credit_card","NY",3.5,0,3,"0"
17000," 60 months",9.99,361.12,"B","B1","10+ years","MORTGAGE",75000,"Source Verified","11-Aug","debt_consolidation","IL",23.52,0,0,"0"
5000," 36 months",13.99,170.87,"C","C3","2 years","MORTGAGE",88500,"Not Verified","11-Aug","debt_consolidation","VA",20.16,2,2,"0"
12375," 36 months",10.99,405.09,"B","B3","5 years","MORTGAGE",50000,"Source Verified","11-Aug","debt_consolidation","MD",19.51,1,0,"0"
26000," 60 months",15.23,621.69,"C","C5","< 1 year","RENT",67200,"Verified","11-Aug","debt_consolidation","WA",25.27,0,1,"0"
9975," 36 months",10.99,326.53,"B","B3","n/a","RENT",29004,"Source Verified","11-Aug","debt_consolidation","MA",17.67,0,0,"0"
8000," 36 months",11.99,265.68,"B","B5","10+ years","RENT",40000,"Source Verified","11-Aug","debt_consolidation","IL",24.9,0,1,"1"
19125," 36 months",13.99,653.56,"C","C3","4 years","MORTGAGE",56000,"Verified","11-Aug","debt_consolidation","FL",14.68,0,2,"0"
14500," 60 months",18.79,374.47,"E","E3","n/a","MORTGAGE",36000,"Verified","11-Aug","debt_consolidation","OH",22.43,0,1,"1"
32500," 36 months",9.99,911.42,"B","B1","6 years","RENT",65000,"Verified","11-Aug","debt_consolidation","NJ",19.51,0,0,"0"
29800," 36 months",10.99,948.47,"B","B3","10+ years","OWN",75000,"Verified","11-Aug","other","OH",0.64,0,0,"0"
12000," 36 months",7.49,373.22,"A","A4","7 years","MORTGAGE",56500,"Source Verified","11-Aug","credit_card","MO",9.35,0,0,"0"
25000," 60 months",11.99,555.99,"B","B5","10+ years","MORTGAGE",73096,"Verified","11-Aug","other","PA",17.68,0,1,"0"
4000," 36 months",15.62,139.88,"D","D1","3 years","MORTGAGE",60000,"Source Verified","11-Aug","debt_consolidation","MD",10.82,0,0,"1"
24000," 36 months",7.49,746.44,"A","A4","10+ years","MORTGAGE",72000,"Verified","11-Aug","debt_consolidation","AR",26.43,0,0,"0"
18000," 60 months",18.79,464.86,"E","E3","< 1 year","RENT",150000,"Source Verified","11-Aug","major_purchase","NY",4.32,0,2,"0"
24000," 36 months",10.99,785.62,"B","B3","6 years","RENT",97500,"Verified","11-Aug","debt_consolidation","DC",9.32,0,0,"0"
24575," 60 months",14.79,581.94,"C","C4","4 years","MORTGAGE",81996,"Verified","11-Aug","debt_consolidation","NJ",16.82,0,2,"0"
1200," 36 months",8.49,37.88,"A","A5","10+ years","RENT",43000,"Source Verified","11-Aug","other","PA",3.85,0,1,"0"
14000," 36 months",10.99,458.28,"B","B3","< 1 year","RENT",65000,"Source Verified","11-Aug","debt_consolidation","NJ",21.14,0,0,"0"
4800," 36 months",15.62,167.86,"D","D1","5 years","OWN",62000,"Verified","11-Aug","credit_card","NY",14.07,0,3,"0"
18000," 60 months",15.99,437.63,"D","D2","3 years","RENT",105144,"Verified","11-Aug","debt_consolidation","OR",23.27,0,0,"0"
12000," 36 months",10.99,392.81,"B","B3","3 years","RENT",115000,"Verified","11-Aug","debt_consolidation","MA",18.82,0,0,"0"
3500," 36 months",5.42,105.56,"A","A1","1 year","RENT",70000,"Source Verified","11-Aug","debt_consolidation","CA",0.41,0,0,"0"
35000," 60 months",15.23,836.88,"C","C5","2 years","MORTGAGE",250000,"Verified","11-Aug","home_improvement","IL",10.77,0,3,"0"
15000," 60 months",19.69,394.83,"E","E5","< 1 year","RENT",45000,"Source Verified","11-Aug","other","TX",15.09,0,0,"0"
4100," 60 months",22.11,113.5,"G","G1","2 years","RENT",150000,"Source Verified","11-Aug","wedding","VA",8.88,0,3,"0"
10000," 36 months",5.42,301.6,"A","A1","3 years","MORTGAGE",96000,"Not Verified","11-Aug","home_improvement","CA",1.69,0,0,"0"
7000," 36 months",5.99,212.93,"A","A2","6 years","RENT",52000,"Not Verified","11-Aug","debt_consolidation","PA",10.68,0,1,"0"
2800," 36 months",13.99,95.69,"C","C3","3 years","RENT",45000,"Verified","11-Aug","debt_consolidation","FL",12.43,0,3,"0"
2600," 60 months",20.25,69.25,"F","F1","6 years","MORTGAGE",27800,"Source Verified","11-Aug","debt_consolidation","MD",4.96,0,3,"0"
3600," 60 months",10.59,77.54,"B","B2","4 years","MORTGAGE",63000,"Not Verified","11-Aug","other","SC",19.3,0,0,"0"
32350," 60 months",21.74,888.7,"F","F5","10+ years","MORTGAGE",91000,"Verified","11-Aug","home_improvement","NJ",21.3,0,1,"1"
7000," 36 months",15.62,244.79,"D","D1","6 years","MORTGAGE",37000,"Source Verified","11-Aug","debt_consolidation","AR",20.17,0,3,"0"
4500," 36 months",5.99,136.88,"A","A2","< 1 year","MORTGAGE",39660,"Source Verified","11-Aug","car","OH",11.65,0,3,"1"
10000," 36 months",15.99,351.53,"D","D2","4 years","MORTGAGE",36000,"Source Verified","11-Aug","debt_consolidation","CA",21.6,0,2,"1"
12000," 60 months",8.49,246.15,"A","A5","5 years","MORTGAGE",42000,"Not Verified","11-Aug","wedding","CA",0.43,0,0,"0"
10000," 60 months",13.99,232.64,"C","C3","10+ years","RENT",80004,"Source Verified","11-Aug","other","IL",6.33,0,2,"1"
21000," 36 months",11.99,697.41,"B","B5","6 years","MORTGAGE",95000,"Verified","11-Aug","debt_consolidation","FL",10.32,0,0,"0"
4500," 60 months",17.49,113.03,"D","D5","4 years","RENT",18996,"Source Verified","11-Aug","other","KS",22.17,1,0,"0"
15000," 36 months",10.59,488.18,"B","B2","4 years","MORTGAGE",69500,"Not Verified","11-Aug","other","CA",9.5,0,0,"0"
21000," 60 months",15.23,502.13,"C","C5","7 years","MORTGAGE",90000,"Verified","11-Aug","debt_consolidation","AR",14.97,0,1,"0"
1600," 36 months",13.99,54.68,"C","C3","10+ years","MORTGAGE",130000,"Verified","11-Aug","moving","FL",9.01,1,1,"0"
9000," 36 months",8.49,284.07,"A","A5","2 years","MORTGAGE",75000,"Source Verified","11-Aug","debt_consolidation","OK",8.46,0,1,"0"
11200," 36 months",9.99,361.34,"B","B1","10+ years","RENT",61000,"Verified","11-Aug","debt_consolidation","TX",24.16,0,1,"0"
14000," 36 months",9.99,451.68,"B","B1","3 years","RENT",120000,"Not Verified","11-Aug","debt_consolidation","CA",6.36,0,0,"0"
15000," 36 months",15.99,527.29,"D","D2","2 years","MORTGAGE",85000,"Verified","11-Aug","wedding","WA",21.13,0,0,"0"
10200," 60 months",20.62,273.77,"F","F2","3 years","MORTGAGE",215000,"Source Verified","11-Aug","other","HI",5.29,1,2,"0"
1400," 36 months",14.79,48.39,"C","C4","3 years","MORTGAGE",48000,"Source Verified","11-Aug","home_improvement","CA",10.9,0,3,"0"
5325," 36 months",10.99,174.31,"B","B3","< 1 year","RENT",25000,"Not Verified","11-Aug","debt_consolidation","LA",18.19,0,0,"0"
4800," 36 months",9.99,154.86,"B","B1","10+ years","MORTGAGE",38628.96,"Not Verified","11-Aug","other","OK",16.5,0,1,"0"
16425," 60 months",19.29,428.7,"E","E4","< 1 year","RENT",38800,"Verified","11-Aug","debt_consolidation","TX",24.22,0,2,"0"
8000," 36 months",9.99,258.1,"B","B1","< 1 year","RENT",53052,"Source Verified","11-Aug","other","TX",18.95,0,0,"0"
10000," 36 months",13.49,339.31,"C","C2","5 years","MORTGAGE",83050,"Verified","11-Aug","debt_consolidation","OH",22.56,0,1,"0"
14400," 60 months",11.49,316.63,"B","B4","2 years","OWN",34920,"Verified","11-Aug","debt_consolidation","FL",23.99,0,1,"0"
2000," 36 months",5.42,60.32,"A","A1","10+ years","MORTGAGE",59000,"Not Verified","11-Aug","major_purchase","KY",2.4,0,1,"0"
1000," 36 months",11.99,33.21,"B","B5","1 year","RENT",34800,"Source Verified","11-Aug","other","TX",20.69,0,2,"0"
20000," 60 months",11.99,444.79,"B","B5","9 years","MORTGAGE",52000,"Verified","11-Aug","debt_consolidation","NY",25.06,0,0,"0"
10000," 36 months",9.99,322.63,"B","B1","3 years","RENT",53000,"Source Verified","11-Aug","debt_consolidation","CA",13.97,1,1,"0"
25000," 60 months",20.62,671.01,"F","F2","8 years","MORTGAGE",84000,"Verified","11-Aug","debt_consolidation","MA",11.67,0,2,"0"
35000," 60 months",15.23,836.88,"C","C5","5 years","MORTGAGE",190000,"Source Verified","11-Aug","home_improvement","WI",0.9,0,2,"0"
5000," 36 months",8.49,157.82,"A","A5","10+ years","MORTGAGE",33000,"Not Verified","11-Aug","credit_card","GA",8.22,0,3,"0"
25000," 36 months",16.49,884.99,"D","D3","7 years","RENT",72000,"Source Verified","11-Aug","debt_consolidation","MA",18.18,0,2,"0"
2600," 60 months",17.49,65.31,"D","D5","2 years","RENT",40000,"Source Verified","11-Aug","debt_consolidation","AL",13.02,0,1,"1"
10000," 36 months",9.99,322.63,"B","B1","1 year","RENT",65000,"Source Verified","11-Aug","small_business","NY",1.61,0,1,"0"
28000," 60 months",13.49,644.14,"C","C2","10+ years","RENT",67000,"Verified","11-Aug","debt_consolidation","FL",25.9,0,3,"0"
5000," 36 months",9.99,161.32,"B","B1","< 1 year","RENT",21600,"Not Verified","11-Aug","debt_consolidation","MI",15.5,0,4,"0"
7000," 36 months",7.49,217.72,"A","A4","4 years","RENT",28800,"Not Verified","11-Aug","debt_consolidation","KS",20.5,0,1,"0"
25000," 60 months",11.49,549.69,"B","B4","10+ years","MORTGAGE",96660,"Verified","11-Aug","debt_consolidation","CA",20.09,0,0,"0"
15000," 60 months",17.49,376.76,"D","D5","6 years","RENT",130000,"Source Verified","11-Aug","credit_card","NY",11.25,0,2,"0"
6000," 36 months",7.49,186.61,"A","A4","< 1 year","RENT",18000,"Source Verified","11-Aug","debt_consolidation","CA",20.47,0,0,"0"
13000," 36 months",11.99,431.73,"B","B5","5 years","RENT",70000,"Verified","11-Aug","debt_consolidation","MN",7.59,0,1,"0"
4000," 36 months",11.49,131.89,"B","B4","7 years","RENT",95000,"Not Verified","11-Aug","vacation","NY",10.19,0,0,"0"
35000," 36 months",10.59,1139.08,"B","B2","3 years","MORTGAGE",60000,"Verified","11-Aug","small_business","CO",4.6,0,3,"0"
22100," 60 months",10.99,480.4,"B","B3","4 years","RENT",91800,"Verified","11-Aug","other","OR",7.69,0,0,"0"
9600," 36 months",10.99,314.25,"B","B3","< 1 year","RENT",46000,"Not Verified","11-Aug","credit_card","RI",23.79,0,0,"0"
4500," 36 months",13.49,152.69,"C","C2","8 years","RENT",45000,"Verified","11-Aug","car","TX",21.57,0,0,"1"
5600," 36 months",7.49,174.17,"A","A4","< 1 year","MORTGAGE",36000,"Verified","11-Aug","debt_consolidation","OH",12.67,1,2,"0"
25000," 60 months",12.99,568.7,"C","C1","10+ years","MORTGAGE",82000,"Verified","11-Aug","debt_consolidation","MD",14.91,0,0,"0"
14000," 60 months",18.39,358.49,"E","E2","9 years","OWN",127035,"Verified","11-Aug","debt_consolidation","MI",21.19,0,1,"0"
4000," 36 months",5.99,121.67,"A","A2","2 years","RENT",65000,"Source Verified","11-Aug","moving","NJ",13.74,0,2,"0"
12800," 60 months",11.99,284.67,"B","B5","1 year","MORTGAGE",69996,"Not Verified","11-Aug","debt_consolidation","PA",20.4,0,0,"0"
5650," 36 months",15.99,198.61,"D","D2","< 1 year","OWN",20000,"Source Verified","11-Aug","credit_card","FL",10.92,0,0,"0"
16000," 60 months",13.49,368.08,"C","C2","3 years","RENT",52000,"Not Verified","11-Aug","debt_consolidation","NY",6.76,0,0,"0"
12000," 36 months",12.99,404.27,"C","C1","10+ years","MORTGAGE",180000,"Verified","11-Aug","debt_consolidation","NJ",22.3,0,0,"0"
6000," 36 months",6.99,185.24,"A","A3","< 1 year","RENT",96000,"Verified","11-Aug","debt_consolidation","NY",19.68,0,1,"0"
16000," 60 months",13.99,372.21,"C","C3","10+ years","MORTGAGE",68000,"Not Verified","11-Aug","debt_consolidation","MN",10.52,0,1,"0"
3625," 36 months",13.49,123,"C","C2","10+ years","MORTGAGE",20000,"Source Verified","11-Aug","debt_consolidation","MN",21.24,0,1,"0"
10000," 36 months",11.49,329.72,"B","B4","3 years","RENT",130000,"Not Verified","11-Aug","vacation","MA",9.66,0,1,"0"
25000," 60 months",15.23,597.78,"C","C5","1 year","RENT",75000,"Verified","11-Aug","debt_consolidation","FL",12.66,0,3,"0"
25000," 60 months",13.49,575.12,"C","C2","< 1 year","MORTGAGE",124000,"Verified","11-Aug","home_improvement","CA",5.25,0,3,"0"
18000," 36 months",13.49,610.75,"C","C2","6 years","RENT",78000,"Not Verified","11-Aug","debt_consolidation","CO",18.58,0,0,"0"
8000," 36 months",11.99,265.68,"B","B5","7 years","MORTGAGE",100800,"Not Verified","11-Aug","credit_card","IL",17.31,0,1,"0"
34000," 60 months",18.79,878.06,"E","E3","10+ years","MORTGAGE",151000,"Verified","11-Aug","debt_consolidation","PA",4.82,0,0,"0"
3000," 36 months",10.99,98.21,"B","B3","n/a","MORTGAGE",71400,"Not Verified","11-Aug","major_purchase","GA",3.33,1,3,"0"
11000," 36 months",13.49,373.24,"C","C2","6 years","RENT",29000,"Not Verified","11-Aug","debt_consolidation","NC",13.94,0,1,"0"
11200," 36 months",13.99,382.74,"C","C3","4 years","RENT",54000,"Not Verified","11-Aug","debt_consolidation","FL",20.04,0,2,"0"
6800," 36 months",10.59,221.31,"B","B2","10+ years","RENT",54000,"Source Verified","11-Aug","debt_consolidation","CA",13.53,1,0,"0"
20000," 60 months",16.49,491.59,"D","D3","3 years","MORTGAGE",72000,"Verified","11-Aug","wedding","TX",24.58,0,3,"0"
